YEAR,State,Constituency,Candidate,Party,Votes,Rank,Total_Votes_Const,Vote_Share_Percent,Is_Winner,Margin,Total_Assets,Criminal_Cases,Gender,Electors
2004,UTTAR PRADESH,MEERUT,MOHD. SHAHID,BSP,252518.0,1.0,697484.0,36.20412797999668,1,69336,0.0,0.0,MALE,
2004,UTTAR PRADESH,MIRZAPUR,NARENDRA KUMAR KUSHWAHA,BSP,201942.0,1.0,728015.0,27.738714174845295,1,36412,0.0,0.0,MALE,
2004,UTTAR PRADESH,MISRIKH,ASHOK KUMAR RAWAT,BSP,207062.0,1.0,550849.0,37.58961167216424,1,19403,0.0,0.0,MALE,
2004,UTTAR PRADESH,MOHANLALGANJ,JAI PRAKASH,SP,148578.0,1.0,571879.0,25.980670736292115,1,2568,0.0,0.0,MALE,
2004,UTTAR PRADESH,MORADABAD,DR. SHAFIQURRAHMAN BARQ,SP,218079.0,1.0,655175.0,33.28561071469455,1,35840,0.0,0.0,MALE,
2004,UTTAR PRADESH,MUZAFFARNAGAR,CH. MUNAWWAR HASAN,SP,306225.0,1.0,862408.0,35.50813536052541,1,69005,0.0,1.0,MALE,
2004,UTTAR PRADESH,PADRAUNA,BALESHWAR YADAV,NLP,206850.0,1.0,790050.0,26.1818872223277,1,8422,0.0,0.0,MALE,
2004,UTTAR PRADESH,PHULPUR,ATIQUE AHAMAD,SP,265432.0,1.0,755222.0,35.14622190561186,1,64347,0.0,36.0,MALE,
2004,UTTAR PRADESH,PILIBHIT,MANEKA GANDHI,BJP,255615.0,1.0,677107.0,37.751049686386345,1,102720,0.0,0.0,FEMALE,
2004,UTTAR PRADESH,PRATAPGARH,"AKSHAY PRATAP SINGH ""GOPAL JI""",SP,238137.0,1.0,572548.0,41.59249530170396,1,69272,0.0,0.0,MALE,
2004,UTTAR PRADESH,RAE BARELI,SONIA GANDHI,INC,378107.0,1.0,643560.0,58.752408477841996,1,249765,0.0,0.0,FEMALE,
2004,UTTAR PRADESH,RAMPUR,P. JAYA PRADA NAHATA,SP,289390.0,1.0,810596.0,35.70089168957162,1,85474,0.0,0.0,FEMALE,
2004,UTTAR PRADESH,ROBERTSGANJ,LALCHANDRA,BSP,189521.0,1.0,724824.0,26.14717503835414,1,10362,0.0,0.0,MALE,
2004,UTTAR PRADESH,SAHARANPUR,RASHEED MASOOD,SP,353272.0,1.0,990415.0,35.66908821049762,1,26828,0.0,1.0,MALE,
2004,UTTAR PRADESH,SAIDPUR,TUFANI SAROJ,SP,231989.0,1.0,711340.0,32.61295582984227,1,29810,0.0,0.0,MALE,
2004,UTTAR PRADESH,SALEMPUR,HARIKEVAL PRASAD,SP,195570.0,1.0,669623.0,29.205986054839812,1,16253,0.0,0.0,MALE,
2004,UTTAR PRADESH,SAMBHAL,PRO. RAM GOPAL YADAV,SP,357049.0,1.0,759384.0,47.01824110068161,1,198061,0.0,0.0,MALE,
2004,UTTAR PRADESH,SHAHABAD,ILIYAS AZMI,BSP,210171.0,1.0,579629.0,36.259572933721394,1,46369,0.0,0.0,MALE,
2004,UTTAR PRADESH,SHAHJAHANPUR,KUNWAR JITIN PRASAD,INC,220763.0,1.0,633853.0,34.82873789348634,1,81832,0.0,0.0,MALE,
2004,UTTAR PRADESH,SITAPUR,RAJESH VERMA,BSP,171733.0,1.0,596569.0,28.786779064953087,1,5234,0.0,0.0,MALE,
2004,UTTAR PRADESH,SULTANPUR,MOHD. TAHIR,BSP,261564.0,1.0,721049.0,36.27548197140555,1,101810,0.0,1.0,MALE,
2004,UTTAR PRADESH,UNNAO,BRAJESH PATHAK,BSP,178366.0,1.0,547566.0,32.5743380706618,1,17761,0.0,4.0,MALE,
2004,UTTAR PRADESH,VARANASI,DR. RAJESH KUMAR MISHRA,INC,206904.0,1.0,633077.0,32.68228035452243,1,57436,0.0,0.0,MALE,
2004,UTTARAKHAND,ALMORA,BACHI SINGH RAWAT,BJP,225742.0,1.0,505223.0,44.681655427405325,1,10052,0.0,0.0,MALE,
2004,UTTARAKHAND,GARHWAL,MAJ. GEN. (RETD) BHUWAN CHANDRA KHANDURI (AVSM),BJP,257726.0,1.0,503240.0,51.21333757253,1,50962,0.0,0.0,MALE,
2004,UTTARAKHAND,HARDWAR,RAJENDRA KUMAR,SP,157331.0,1.0,486352.0,32.349203868802846,1,37659,0.0,0.0,MALE,
2004,UTTARAKHAND,NAINITAL,K. C. SINGH BABA,INC,275658.0,1.0,616628.0,44.70410036521209,1,49184,0.0,0.0,MALE,
2004,UTTARAKHAND,TEHRI GARHWAL,MANABENDRA SHAH,BJP,267395.0,1.0,561428.0,47.62765661848002,1,17446,0.0,0.0,MALE,
2004,WEST BENGAL,ALIPURDUARS,JOACHIM BAXLA,RSP,384252.0,1.0,840836.0,45.69880452311747,1,145124,0.0,0.0,MALE,
2004,WEST BENGAL,ARAMBAGH,ANIL BASU,CPM,744464.0,1.0,964840.0,77.15932175282948,1,592502,0.0,0.0,MALE,
2004,WEST BENGAL,ASANSOL,BIKASH CHOWDHURY,CPM,369832.0,1.0,725198.0,50.9973827837363,1,124318,0.0,0.0,MALE,
2004,WEST BENGAL,BALURGHAT,RANEN BARMAN,RSP,415298.0,1.0,925631.0,44.866474869575455,1,71146,0.0,0.0,MALE,
2004,WEST BENGAL,BANKURA,ACHARIA BASUDEB,CPM,417798.0,1.0,695487.0,60.07272601788387,1,230329,0.0,0.0,MALE,
2004,WEST BENGAL,BARASAT,SUBRATA BOSE,AIFB,520384.0,1.0,1153160.0,45.12678205973152,1,12160,0.0,0.0,MALE,
2004,WEST BENGAL,BARRACKPORE,TARIT BARAN TOPDAR,CPM,443048.0,1.0,794426.0,55.76957451040122,1,165071,0.0,0.0,MALE,
2004,WEST BENGAL,BASIRHAT,AJAY CHAKRABORTY,CPI,462605.0,1.0,907585.0,50.97098343405852,1,182084,0.0,0.0,MALE,
2004,WEST BENGAL,BERHAMPORE,ADHIR RANJAN CHOWDHURY,INC,508095.0,1.0,991515.0,51.244307952981046,1,98901,0.0,3.0,MALE,
2004,WEST BENGAL,BIRBHUM,RAM CHANDRA DOME,CPM,372294.0,1.0,724061.0,51.41749106774153,1,191612,0.0,0.0,MALE,
2004,WEST BENGAL,BOLPUR,CHATTERJEE SOMNATH,CPM,504836.0,1.0,770059.0,65.55809360062021,1,310305,0.0,0.0,MALE,
2004,WEST BENGAL,BURDWAN,NIKHILANANDA SAR,CPM,673091.0,1.0,997024.0,67.51000978913247,1,471351,0.0,0.0,MALE,
2004,WEST BENGAL,CALCUTTA NORTH EAST,MD. SALIM,CPM,284427.0,1.0,568885.0,49.99727537199961,1,73780,0.0,0.0,MALE,
2004,WEST BENGAL,CALCUTTA NORTH WEST,SUDHANGSHU SEAL,CPM,151772.0,1.0,360117.0,42.14519170158587,1,43004,0.0,0.0,MALE,
2004,WEST BENGAL,CALCUTTA SOUTH,MAMATA BANERJEE,AITC,393561.0,1.0,772742.0,50.93045285489853,1,98429,0.0,0.0,FEMALE,
2004,WEST BENGAL,CONTAI,PRASANTA PRADHAN,CPM,464743.0,1.0,926774.0,50.146313988092025,1,59190,0.0,0.0,MALE,
2004,WEST BENGAL,COOCH BEHAR,HITEN BARMAN,AIFB,490982.0,1.0,952563.0,51.54325750632766,1,226569,0.0,0.0,MALE,
2004,WEST BENGAL,DARJEELING,DAWA NARBULA,INC,396973.0,1.0,888083.0,44.69998862718912,1,101416,0.0,0.0,MALE,
2004,WEST BENGAL,DIAMOND HARBOUR,SAMIK LAHIRI,CPM,430890.0,1.0,836540.0,51.508594926721976,1,153784,0.0,0.0,MALE,
2004,WEST BENGAL,DUM DUM,AMITAVA NANDY,CPM,619325.0,1.0,1248360.0,49.61108974975168,1,98252,0.0,0.0,MALE,
2004,WEST BENGAL,DURGAPUR,SUNIL KHAN,CPM,505250.0,1.0,847616.0,59.6083603896104,1,277508,0.0,0.0,MALE,
2004,WEST BENGAL,HOOGHLY,RUPCHAND PAL,CPM,496890.0,1.0,924919.0,53.722542190180974,1,166966,0.0,0.0,MALE,
2004,WEST BENGAL,HOWRAH,SWADESH CHAKRABORTTY,CPM,489444.0,1.0,911632.0,53.688769152465035,1,246937,0.0,0.0,MALE,
2004,WEST BENGAL,JADAVPUR,SUJAN CHAKRABORTY,CPM,505396.0,1.0,1022315.0,49.43642615045265,1,89668,0.0,0.0,MALE,
2004,WEST BENGAL,JALPAIGURI,MINATI SEN,CPM,424163.0,1.0,890105.0,47.65314204503963,1,180605,0.0,0.0,FEMALE,
2004,WEST BENGAL,JANGIPUR,PRANAB MUKHERJEE,INC,431647.0,1.0,883128.0,48.87705972407171,1,36860,0.0,0.0,MALE,
2004,WEST BENGAL,JHARGRAM,RUPCHAND MURMU,CPM,509045.0,1.0,795312.0,64.00569839258053,1,351343,0.0,1.0,MALE,
2004,WEST BENGAL,JOYNAGAR,SANAT KUMAR MANDAL,RSP,450043.0,1.0,806334.0,55.81347183673267,1,230521,0.0,0.0,MALE,
2004,WEST BENGAL,KATWA,MAHBOOB ZAHEDI,CPM,494716.0,1.0,966263.0,51.19889719465611,1,143349,0.0,0.0,MALE,
2004,WEST BENGAL,KRISHNANAGAR,JYOTIRMOYEE SIKDAR,CPM,397561.0,1.0,930294.0,42.73498485425037,1,20387,0.0,0.0,FEMALE,
2004,WEST BENGAL,MALDA,A. B. A. GHANI KHAN CHOUDHURY,INC,412913.0,1.0,849111.0,48.628860066587286,1,111108,0.0,1.0,MALE,
2004,WEST BENGAL,MATHURAPUR,BASUDEB BARMAN,CPM,440862.0,1.0,907785.0,48.56458302351327,1,82028,0.0,0.0,MALE,
2004,WEST BENGAL,MIDNAPORE,PRABODH PANDA,CPI,480034.0,1.0,908499.0,52.83814291485186,1,160760,0.0,0.0,MALE,
2004,WEST BENGAL,MURSHIDABAD,ABDUL MANNAN HOSSAIN,INC,461895.0,1.0,1007221.0,45.858356805507434,1,15480,0.0,0.0,MALE,
2004,WEST BENGAL,NABADWIP,ALAKESH DAS,CPM,560176.0,1.0,1177771.0,47.56238691562282,1,9991,0.0,0.0,MALE,
2004,WEST BENGAL,PANSKURA,GURUDAS DASGUPTA,CPI,541513.0,1.0,874554.0,61.918760876972726,1,279478,0.0,0.0,MALE,
2004,WEST BENGAL,PURULIA,BIR SINGH MAHATO,AIFB,341057.0,1.0,696219.0,48.987028506834775,1,145718,0.0,2.0,MALE,
2004,WEST BENGAL,RAIGANJ,PRIYA RANJAN DASMUNSI,INC,421904.0,1.0,917582.0,45.97997781124739,1,39147,0.0,0.0,MALE,
2004,WEST BENGAL,SERAMPORE,SANTASRI CHATTERJEE,CPM,404082.0,1.0,946248.0,42.70360412915007,1,19687,0.0,0.0,MALE,
2004,WEST BENGAL,TAMLUK,SETH LAKSHMAN CHANDRA,CPM,507228.0,1.0,1035269.0,48.99480231707894,1,57380,0.0,0.0,MALE,
2004,WEST BENGAL,ULUBERIA,HANNAN MOLLAH,CPM,424749.0,1.0,851546.0,49.879748128697685,1,152115,0.0,0.0,MALE,
2004,WEST BENGAL,VISHNUPUR,SUSMITA BAURI,CPM,518507.0,1.0,806624.0,64.28112726623557,1,331829,0.0,0.0,FEMALE,
2009,A&N ISLANDS,A&N ISLANDS,SHRI. BISHNU PADA RAY,BJP,75211.0,1.0,170103.0,44.214975632410955,1,2990,0.0,0.0,MALE,265108.0
2009,ANDHRA PRADESH,ADILABAD,RATHOD RAMESH,TDP,372268.0,1.0,863581.0,43.10747920577224,1,115087,0.0,0.0,MALE,1131211.0
2009,ANDHRA PRADESH,AMALAPURAM,G.V.HARSHA KUMAR,INC,368501.0,1.0,1023765.0,35.9946862805429,1,40005,0.0,0.0,MALE,1275287.0
2009,ANDHRA PRADESH,ANAKAPALLI,SABBAM HARI,INC,369968.0,1.0,1048154.0,35.29710328825726,1,52912,0.0,0.0,MALE,1331695.0
2009,ANDHRA PRADESH,ANANTAPUR,ANANTHA VENKATA RAMI REDDY,INC,457876.0,1.0,1000208.0,45.778078159742776,1,77921,0.0,0.0,MALE,1411460.0
2009,ANDHRA PRADESH,ARUKU,KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA,INC,360458.0,1.0,792367.0,45.491293807036385,1,192444,0.0,0.0,MALE,1182514.0
2009,ANDHRA PRADESH,BAPATLA,PANABAKA LAKSHMI,INC,460757.0,1.0,1043627.0,44.149586011094,1,69338,0.0,0.0,FEMALE,1321607.0
2009,ANDHRA PRADESH,BHONGIR,KOMATIREDDY RAJ GOPAL REDDY,INC,504103.0,1.0,1127790.0,44.69830376222524,1,139888,0.0,0.0,MALE,1478391.0
2009,ANDHRA PRADESH,CHELVELLA,JAIPAL REDDY SUDINI,INC,420807.0,1.0,1085000.0,38.78405529953917,1,18532,0.0,0.0,MALE,1681664.0
2009,ANDHRA PRADESH,CHITTOOR,NARAMALLI SIVAPRASAD,TDP,434376.0,1.0,1044438.0,41.58944810510533,1,10659,0.0,0.0,MALE,1291921.0
2009,ANDHRA PRADESH,ELURU,KAVURI SAMBASIVA RAO,INC,423777.0,1.0,1078988.0,39.2754136283258,1,42783,0.0,0.0,MALE,1275575.0
2009,ANDHRA PRADESH,GUNTUR,RAYAPATI SAMBASIVA RAO,INC,403937.0,1.0,1044731.0,38.66421117014811,1,39355,0.0,0.0,MALE,1365177.0
2009,ANDHRA PRADESH,HINDUPUR,KRISTAPPA NIMMALA,TDP,435753.0,1.0,1026389.0,42.45495616184507,1,22835,0.0,0.0,MALE,1377610.0
2009,ANDHRA PRADESH,HYDERABAD,ASADUDDIN OWAISI,AIMIM,308061.0,1.0,731108.0,42.136182342417264,1,113865,0.0,4.0,MALE,1393242.0
2009,ANDHRA PRADESH,KADAPA,Y.S. JAGAN MOHAN REDDY,INC,542611.0,1.0,1026285.0,52.87137588486629,1,178846,0.0,0.0,MALE,1347716.0
2009,ANDHRA PRADESH,KAKINADA,M.M.PALLAMRAJU,INC,323607.0,1.0,965570.0,33.51460795177978,1,34044,0.0,0.0,MALE,1265094.0
2009,ANDHRA PRADESH,KARIMNAGAR,PONNAM PRABHAKAR,INC,317927.0,1.0,989301.0,32.136528720783666,1,50243,0.0,0.0,MALE,1496211.0
2009,ANDHRA PRADESH,KHAMMAM,NAMA NAGESWARA RAO,TDP,469368.0,1.0,1034009.0,45.39302849394928,1,124448,0.0,0.0,MALE,1259815.0
2009,ANDHRA PRADESH,KURNOOL,KOTLA JAYA SURYA PRAKASH REDDY,INC,382668.0,1.0,871360.0,43.91617701065002,1,73773,0.0,0.0,MALE,1307312.0
2009,ANDHRA PRADESH,MACHILIPATNAM,KONAKALLA NARAYANA RAO,TDP,409936.0,1.0,1045905.0,39.194381898929635,1,12456,0.0,0.0,MALE,1251053.0
2009,ANDHRA PRADESH,MAHABUBABAD,P. BALRAM,INC,394447.0,1.0,996402.0,39.58713450996686,1,68957,0.0,0.0,MALE,1265396.0
2009,ANDHRA PRADESH,MAHABUBNAGAR,K. CHANDRASEKHAR RAO,TRS,366569.0,1.0,926516.0,39.56423850208739,1,20184,0.0,0.0,MALE,1368868.0
2009,ANDHRA PRADESH,MALKAJGIRI,SARVEY SATHYANARAYANA,INC,388368.0,1.0,1205714.0,32.210623746593306,1,93326,0.0,0.0,MALE,2343050.0
2009,ANDHRA PRADESH,MEDAK,VIJAYA SHANTHI .M,TRS,388839.0,1.0,1060272.0,36.67351396622753,1,6077,0.0,0.0,FEMALE,1389721.0
2009,ANDHRA PRADESH,NAGARKURNOOL,DR. MANDA JAGANNATH,INC,422745.0,1.0,1025367.0,41.22865276530257,1,47767,0.0,0.0,MALE,1460484.0
2009,ANDHRA PRADESH,NALGONDA,GUTHA SUKENDER REDDY,INC,493849.0,1.0,1078698.0,45.78195194577166,1,152982,0.0,0.0,MALE,1455016.0
2009,ANDHRA PRADESH,NANDYAL,S.P.Y.REDDY,INC,400023.0,1.0,994826.0,40.21034834232318,1,90847,0.0,1.0,MALE,1358711.0
2009,ANDHRA PRADESH,NARASAPUR,BAPIRAJU KANUMURU,INC,389422.0,1.0,990960.0,39.297448938403164,1,114690,0.0,0.0,MALE,1173138.0
2009,ANDHRA PRADESH,NARASARAOPET,MODUGULA VENUGOPALA REDDY,TDP,463358.0,1.0,1081754.0,42.83395300595145,1,1607,0.0,0.0,MALE,1360431.0
2009,ANDHRA PRADESH,NELLORE,MEKAPATI RAJAMOHAN REDDY,INC,430235.0,1.0,1002419.0,42.91967730060983,1,54993,0.0,0.0,MALE,1450938.0
2009,ANDHRA PRADESH,NIZAMABAD,MADHU YASKHI GOUD,INC,296504.0,1.0,889511.0,33.33337080710638,1,60390,0.0,0.0,MALE,1333271.0
2009,ANDHRA PRADESH,ONGOLE,MAGUNTA SRINIVASULU REDDY,INC,450442.0,1.0,1021349.0,44.102652472367424,1,78523,0.0,0.0,MALE,1375558.0
2009,ANDHRA PRADESH,PEDDAPALLI,DR.G.VIVEKANAND,INC,313748.0,1.0,904084.0,34.70341251476633,1,49017,0.0,0.0,MALE,1315642.0
2009,ANDHRA PRADESH,RAJAHMUNDRY,ARUNA KUMAR VUNDAVALLI,INC,357449.0,1.0,1017820.0,35.119078029514064,1,2147,0.0,0.0,MALE,1260974.0
2009,ANDHRA PRADESH,RAJAMPET,ANNAYYAGARI SAI PRATHAP,INC,423910.0,1.0,995648.0,42.576292022883585,1,110377,0.0,0.0,MALE,1311449.0
2009,ANDHRA PRADESH,SECUNDERABAD,ANJAN KUMAR YADAV M,INC,340549.0,1.0,865038.0,39.36809712405698,1,170167,0.0,0.0,MALE,1574818.0
2009,ANDHRA PRADESH,SRIKAKULAM,KILLI KRUPA RANI,INC,387694.0,1.0,918772.0,42.19697596356876,1,82987,0.0,0.0,FEMALE,1226125.0
2009,ANDHRA PRADESH,TIRUPATI,CHINTA MOHAN,INC,428403.0,1.0,1061533.0,40.35701198172831,1,19276,0.0,0.0,MALE,1464896.0
2009,ANDHRA PRADESH,VIJAYAWADA,LAGADAPATI RAJA GOPAL,INC,429394.0,1.0,1088297.0,39.45558978844929,1,12712,0.0,0.0,MALE,1402315.0
2009,ANDHRA PRADESH,VISAKHAPATNAM,DAGGUBATI PURANDESWARI,INC,368812.0,1.0,1012261.0,36.43447687898674,1,66686,0.0,0.0,FEMALE,1387482.0
2009,ANDHRA PRADESH,VIZIANAGARAM,JHANSI LAKSHMI BOTCHA,INC,411584.0,1.0,1019825.0,40.358296766602116,1,60571,0.0,0.0,FEMALE,1323238.0
2009,ANDHRA PRADESH,WARANGAL,RAJAIAH SIRICILLA,INC,396568.0,1.0,1030525.0,38.48213289342811,1,124661,0.0,0.0,MALE,1486617.0
2009,ANDHRA PRADESH,ZAHIRABAD,SURESH KUMAR SHETKAR,INC,395767.0,1.0,1017290.0,38.90404899291254,1,17407,0.0,0.0,MALE,1359566.0
2009,ARUNACHAL PRADESH,ARUNACHAL EAST,NINONG ERING,INC,115423.0,1.0,214932.0,53.70210112965962,1,68449,0.0,0.0,MALE,301173.0
2009,ARUNACHAL PRADESH,ARUNACHAL WEST,TAKAM SANJOY,INC,140443.0,1.0,285710.0,49.15578733681005,1,1314,0.0,0.0,MALE,433368.0
2009,ASSAM,AUTONOMOUS DISTS,BIREN SINGH ENGTI,INC,197835.0,1.0,480556.0,41.167938804218444,1,74548,0.0,0.0,MALE,693407.0
2009,ASSAM,BARPETA,ISMAIL HUSSAIN,INC,322137.0,1.0,901169.0,35.746569178478175,1,30429,0.0,0.0,MALE,1239607.0
2009,ASSAM,DHUBRI,BADRUDDIN AJMAL,AUDF,540820.0,1.0,1046983.0,51.65508895559909,1,184419,0.0,0.0,MALE,1371949.0
2009,ASSAM,DIBRUGARH,PABAN SINGH GHATOWAR,INC,359163.0,1.0,750274.0,47.870911160456046,1,35143,0.0,0.0,MALE,1114965.0
2009,ASSAM,GAUHATI,BIJOYA CHAKRAVARTY,BJP,496047.0,1.0,1108827.0,44.736194194405435,1,11855,0.0,0.0,FEMALE,1723860.0
2009,ASSAM,JORHAT,BIJOY KRISHNA HANDIQUE,INC,362320.0,1.0,763455.0,47.45793792692431,1,71914,0.0,0.0,MALE,1182349.0
2009,ASSAM,KALIABOR,DIP GOGOI,INC,434676.0,1.0,960563.0,45.25221146348547,1,151989,0.0,0.0,MALE,1348371.0
2009,ASSAM,KARIMGANJ,LALIT MOHAN SUKLABAIDYA,INC,259717.0,1.0,685420.0,37.89165766974993,1,7920,0.0,0.0,MALE,1068811.0
2009,ASSAM,KOKRAJHAR,SANSUMA KHUNGGUR BWISWMUTHIARY,BOPF,495211.0,1.0,1014784.0,48.79964603304743,1,190322,0.0,0.0,MALE,1377837.0
2009,ASSAM,LAKHIMPUR,RANEE NARAH,INC,352330.0,1.0,909621.0,38.73371437115018,1,44572,0.0,1.0,FEMALE,1332518.0
2009,ASSAM,MANGALDOI,RAMEN DEKA,BJP,307881.0,1.0,988533.0,31.145242495698174,1,55849,0.0,0.0,MALE,1416682.0
2009,ASSAM,NOWGONG,RAJEN GOHAIN,BJP,380921.0,1.0,999426.0,38.11397742304082,1,45380,0.0,1.0,MALE,1411331.0
2009,ASSAM,SILCHAR,KABINDRA PURKAYASTHA,BJP,243532.0,1.0,688546.0,35.36902400130129,1,41470,0.0,0.0,MALE,978510.0
2009,ASSAM,TEZPUR,JOSEPH TOPPO,AGP,352246.0,1.0,843014.0,41.78412220912108,1,30153,0.0,0.0,MALE,1210132.0
2009,BIHAR,ARARIA,PRADEEP KUMAR SINGH,BJP,282742.0,1.0,730456.0,38.70760182680408,1,22502,0.0,3.0,MALE,1311225.0
2009,BIHAR,ARRAH,MEENA SINGH,JD(U),212726.0,1.0,556351.0,38.23593378999948,1,74720,0.0,0.0,FEMALE,1555122.0
2009,BIHAR,AURANGABAD,SUSHIL KUMAR SINGH,JD(U),260153.0,1.0,598309.0,43.48137835132014,1,72058,0.0,4.0,MALE,1376323.0
2009,BIHAR,BANKA,DIGVIJAY SINGH,IND,185762.0,1.0,652208.0,28.48201800652553,1,28716,0.0,0.0,MALE,1338025.0
2009,BIHAR,BEGUSARAI,DR. MONAZIR HASSAN,JD(U),205680.0,1.0,718265.0,28.635670678649245,1,40837,0.0,0.0,MALE,1473263.0
2009,BIHAR,BHAGALPUR,SYED SHAHNAWAZ HUSSAIN,BJP,228384.0,1.0,629078.0,36.30456000686719,1,55811,0.0,0.0,MALE,1433346.0
2009,BIHAR,BUXAR,JAGADA NAND SINGH,RJD,132614.0,1.0,623615.0,21.265364046727548,1,2238,0.0,0.0,MALE,1340892.0
2009,BIHAR,DARBHANGA,KIRTI AZAD,BJP,239268.0,1.0,545713.0,43.84502476576515,1,46453,0.0,3.0,MALE,1307067.0
2009,BIHAR,GAYA,HARI MANJHI,BJP,246255.0,1.0,564183.0,43.64807163633076,1,62453,0.0,0.0,MALE,1329192.0
2009,BIHAR,GOPALGANJ,PURNMASI RAM,JD(U),200024.0,1.0,504612.0,39.63916831149477,1,42472,0.0,0.0,MALE,1349072.0
2009,BIHAR,HAJIPUR,RAM SUNDAR DAS,JD(U),246715.0,1.0,555107.0,44.44458455757178,1,37954,0.0,0.0,MALE,1327075.0
2009,BIHAR,JAHANABAD,JAGDISH SHARMA,JD(U),234769.0,1.0,599200.0,39.18040720961282,1,21327,0.0,0.0,MALE,1276912.0
2009,BIHAR,JAMUI,BHUDEO CHOUDHARY,JD(U),178560.0,1.0,535282.0,33.35811777717166,1,29797,0.0,0.0,MALE,1404016.0
2009,BIHAR,JHANJHARPUR,MANGANI LAL MANDAL,JD(U),265175.0,1.0,607834.0,43.626220316731214,1,72709,0.0,2.0,MALE,1418977.0
2009,BIHAR,KARAKAT,MAHABALI SINGH,JD(U),196946.0,1.0,577040.0,34.13038957437959,1,20483,0.0,3.0,MALE,1386634.0
2009,BIHAR,KATIHAR,NIKHIL KUMAR CHOUDHARY,BJP,269834.0,1.0,724802.0,37.2286500313189,1,14015,0.0,4.0,MALE,1272769.0
2009,BIHAR,KHAGARIA,DINESH CHANDRA YADAV,JD(U),266964.0,1.0,624981.0,42.71553855237199,1,138755,0.0,0.0,MALE,1342970.0
2009,BIHAR,KISHANGANJ,MOHAMMAD ASRARUL HAQUE,INC,239405.0,1.0,626914.0,38.18785351738835,1,80269,0.0,0.0,MALE,1186369.0
2009,BIHAR,MADHEPURA,SHARAD YADAV,JD(U),370585.0,1.0,756450.0,48.990019168484366,1,177621,0.0,1.0,MALE,1508361.0
2009,BIHAR,MADHUBANI,HUKMADEO NARAYAN YADAV,BJP,164094.0,1.0,556554.0,29.483931478347113,1,9927,0.0,0.0,MALE,1397256.0
2009,BIHAR,MAHARAJGANJ,UMA SHANAKER SINGH,RJD,211610.0,1.0,599529.0,35.296040725302696,1,2797,0.0,2.0,MALE,1312219.0
2009,BIHAR,MUNGER,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JD(U),374317.0,1.0,651003.0,57.49850615127734,1,189361,0.0,0.0,MALE,1564604.0
2009,BIHAR,MUZAFFARPUR,CAPTAIN JAI NARAYAN PRASAD NISHAD,JD(U),195091.0,1.0,621813.0,31.37454508027333,1,47809,0.0,0.0,MALE,1339949.0
2009,BIHAR,NALANDA,KAUSHALENDRA KUMAR,JD(U),299155.0,1.0,568219.0,52.64783472569555,1,152677,0.0,0.0,MALE,1719503.0
2009,BIHAR,NAWADA,BHOLA SINGH,BJP,130608.0,1.0,581583.0,22.45732767292029,1,34917,0.0,0.0,MALE,1397512.0
2009,BIHAR,PASCHIM CHAMPARAN,DR. SANJAY JAISWAL,BJP,198781.0,1.0,515477.0,38.56253528285452,1,47343,0.0,2.0,MALE,1220868.0
2009,BIHAR,PATALIPUTRA,RANJAN PRASAD YADAV,JD(U),269298.0,1.0,628283.0,42.86253169352028,1,23541,0.0,0.0,MALE,1526241.0
2009,BIHAR,PATNA SAHIB,SHATRUGHAN SINHA,BJP,316549.0,1.0,552416.0,57.30264872849447,1,166770,0.0,0.0,MALE,1641976.0
2009,BIHAR,PURNEA,UDAY SINGH ALIAS PAPPU SINGH,BJP,362952.0,1.0,704752.0,51.50066973914228,1,186227,0.0,0.0,MALE,1305396.0
2009,BIHAR,PURVI CHAMPARAN,RADHA MOHAN SINGH,BJP,201114.0,1.0,481874.0,41.73580645562948,1,79290,0.0,0.0,MALE,1187264.0
2009,BIHAR,SAMASTIPUR,MAHESHWAR HAZARI,JD(U),259458.0,1.0,584743.0,44.37128789912833,1,104376,0.0,0.0,MALE,1312948.0
2009,BIHAR,SARAN,LALU PRASAD,RJD,274209.0,1.0,580829.0,47.20993614299561,1,51815,0.0,0.0,MALE,1268338.0
2009,BIHAR,SASARAM,MEIRA KUMAR,INC,192213.0,1.0,599031.0,32.08732102345287,1,42954,0.0,0.0,FEMALE,1402789.0
2009,BIHAR,SHEOHAR,RAMA DEVI,BJP,233499.0,1.0,572269.0,40.802314995220776,1,125684,0.0,5.0,FEMALE,1269056.0
2009,BIHAR,SITAMARHI,ARJUN ROY,JD(U),232782.0,1.0,576748.0,40.36112825705507,1,110566,0.0,0.0,MALE,1355817.0
2009,BIHAR,SIWAN,OM PRAKASH YADAV,IND,236194.0,1.0,641910.0,36.79550092692122,1,63430,0.0,0.0,MALE,1282480.0
2009,BIHAR,SUPAUL,VISHWA MOHAN KUMAR,JD(U),313677.0,1.0,697659.0,44.96136364613658,1,166075,0.0,0.0,MALE,1279549.0
2009,BIHAR,UJIARPUR,ASWAMEDH DEVI,JD(U),180082.0,1.0,564199.0,31.918170716360716,1,25312,0.0,0.0,FEMALE,1229327.0
2009,BIHAR,VAISHALI,RAGHUVANSH PRASAD SINGH,RJD,284479.0,1.0,624859.0,45.52691087109252,1,22308,0.0,0.0,MALE,1278891.0
2009,BIHAR,VALMIKI NAGAR,BAIDYANATH PRASAD MAHTO,JD(U),277696.0,1.0,598447.0,46.40277250951212,1,183675,0.0,1.0,MALE,1275653.0
