YEAR,State,Constituency,Candidate,Party,Votes,Rank,Total_Votes_Const,Vote_Share_Percent,Is_Winner,Margin,Total_Assets,Criminal_Cases,Gender,Electors
2014,MAHARASHTRA,NANDED,ASHOK SHANKARRAO CHAVAN,INC,493075.0,1.0,1010195.0,48.809883240364485,1,81455,0.0,0.0,,
2014,MAHARASHTRA,NANDURBAR,DR.GAVIT HEENA VAIJAYKUMAR,BJP,579486.0,1.0,1095498.0,52.89703860709923,1,106905,0.0,0.0,,
2014,MAHARASHTRA,NASHIK,GODSE HEMANT TUKARAM,SHS,494735.0,1.0,928489.0,53.28388381553255,1,187336,0.0,0.0,,
2014,MAHARASHTRA,OSMANABAD,GAIKWAD RAVINDRA VISHWANATH,SHS,607699.0,1.0,1113538.0,54.573710102394344,1,234325,0.0,8.0,,
2014,MAHARASHTRA,PALGHAR,ADV. CHINTAMAN NAVASHA WANGA,BJP,533201.0,1.0,970821.0,54.9226891466089,1,239520,0.0,0.0,,
2014,MAHARASHTRA,PARBHANI,JADHAV SANJAY (BANDU) HARIBHAU,SHS,578455.0,1.0,1144731.0,50.53195903666451,1,127155,0.0,7.0,,
2014,MAHARASHTRA,PUNE,ANIL SHIROLE,BJP,569825.0,1.0,986836.0,57.7426239010332,1,315769,0.0,2.0,,
2014,MAHARASHTRA,RAIGAD,ANANT GEETE,SHS,396178.0,1.0,967404.0,40.95269401408305,1,2110,0.0,0.0,,
2014,MAHARASHTRA,RAMTEK,KRUPAL BALAJI TUMANE,SHS,519892.0,1.0,1045500.0,49.726637972262075,1,175791,0.0,1.0,,
2014,MAHARASHTRA,RATNAGIRI - SINDHUDURG,VINAYAK BHAURAO RAUT,SHS,493088.0,1.0,883863.0,55.78783137205653,1,150051,0.0,0.0,,
2014,MAHARASHTRA,RAVER,KHADASE RAKSHA NIKHIL,BJP,605452.0,1.0,1005001.0,60.24392015530333,1,318068,0.0,0.0,,
2014,MAHARASHTRA,SANGLI,SANJAYKAKA PATIL,BJP,611563.0,1.0,1040549.0,58.77310919524212,1,239292,0.0,0.0,,
2014,MAHARASHTRA,SATARA,SHRIMANT CHH.  UDAYANRAJE PRATAPSINHA BHONSALE,NCP,522531.0,1.0,966092.0,54.087084873904345,1,366594,0.0,0.0,,
2014,MAHARASHTRA,SHIRDI,LOKHANDE SADASHIV KISAN,SHS,532936.0,1.0,922766.0,57.75418686861025,1,199922,0.0,1.0,,
2014,MAHARASHTRA,SHIRUR,ADHALRAO SHIVAJI DATTATREY,SHS,643415.0,1.0,1077511.0,59.71307949524414,1,301814,0.0,10.0,,
2014,MAHARASHTRA,SOLAPUR,SHARAD BANSODE,BJP,517879.0,1.0,937423.0,55.2449641197197,1,149674,0.0,1.0,,
2014,MAHARASHTRA,THANE,VICHARE RAJAN BABURAO,SHS,595364.0,1.0,1041015.0,57.19072251600601,1,281299,0.0,13.0,,
2014,MAHARASHTRA,WARDHA,RAMDAS CHANDRABHANJI TADAS,BJP,537518.0,1.0,1010102.0,53.21422985005475,1,215783,0.0,5.0,,
2014,MAHARASHTRA,YAVATMAL-WASHIM,GAWALI BHAVANA PUNDLIKRAO,SHS,477905.0,1.0,1027366.0,46.51750203919538,1,93816,0.0,4.0,,
2014,MANIPUR,INNER MANIPUR,DR. THOKCHOM MEINYA,INC,292102.0,1.0,635573.0,45.95884343733922,1,94674,0.0,0.0,,
2014,MANIPUR,OUTER MANIPUR,THANGSO BAITE,INC,296770.0,1.0,769560.0,38.563594781433544,1,15637,0.0,0.0,,
2014,MEGHALAYA,SHILLONG,VINCENT H. PALA,INC,209340.0,1.0,609027.0,34.37286031653769,1,40379,0.0,0.0,,
2014,MEGHALAYA,TURA,PURNO AGITOK SANGMA,NATIONAL PEOPLES PARTY,239301.0,1.0,438886.0,54.52463737735995,1,39716,0.0,0.0,,
2014,MIZORAM,MIZORAM,C. L. RUALA,INC,210485.0,1.0,426706.0,49.327874461573074,1,6154,0.0,0.0,,
2014,NAGALAND,NAGALAND,NEIPHIU RIO,NAGA PEOPLES FRONT,713372.0,1.0,1036214.0,68.84408046986434,1,400225,0.0,0.0,,
2014,NCT OF DELHI,CHANDNI CHOWK,DR. HARSH VARDHAN,BJP,437938.0,1.0,977329.0,44.809680261201706,1,136320,0.0,2.0,,
2014,NCT OF DELHI,EAST DELHI,MAHEISH GIRRI,BJP,572202.0,1.0,1191361.0,48.029270724826475,1,190463,0.0,0.0,,
2014,NCT OF DELHI,NEW DELHI,MEENAKASHI LEKHI,BJP,453350.0,1.0,964223.0,47.01713192902472,1,162708,0.0,0.0,,
2014,NCT OF DELHI,NORTH EAST DELHI,MANOJ TIWARI,BJP,596125.0,1.0,1313514.0,45.38398524872974,1,144084,0.0,0.0,,
2014,NCT OF DELHI,NORTH WEST DELHI,UDIT RAJ,BJP,629860.0,1.0,1347210.0,46.75291899555377,1,106802,0.0,1.0,,
2014,NCT OF DELHI,SOUTH DELHI,RAMESH BIDHURI,BJP,497980.0,1.0,1098400.0,45.336853605243995,1,107000,0.0,4.0,,
2014,NCT OF DELHI,WEST DELHI,PARVESH SAHIB SINGH VERMA,BJP,651395.0,1.0,1340039.0,48.61015239108713,1,268586,0.0,0.0,,
2014,ODISHA,ASKA,LADU KISHORE SWAIN,BIJU JANATA DAL,541473.0,1.0,880899.0,61.46822734501912,1,311997,0.0,0.0,,
2014,ODISHA,BALASORE,RABINDRA KUMAR JENA,BIJU JANATA DAL,433768.0,1.0,1041734.0,41.6390364526837,1,141825,0.0,0.0,,
2014,ODISHA,BARGARH,PRABHAS KUMAR SINGH,BIJU JANATA DAL,383230.0,1.0,1108801.0,34.562559016451104,1,11178,0.0,0.0,,
2014,ODISHA,BERHAMPUR,SIDHANT MOHAPATRA,BIJU JANATA DAL,398107.0,1.0,892656.0,44.59803104443369,1,127720,0.0,0.0,,
2014,ODISHA,BHADRAK,ARJUN CHARAN SETHI,BIJU JANATA DAL,502338.0,1.0,1074589.0,46.746988848759855,1,179359,0.0,0.0,,
2014,ODISHA,BHUBANESWAR,PRASANNA KUMAR PATASANI,BIJU JANATA DAL,439252.0,1.0,883682.0,49.707021304043764,1,189477,0.0,0.0,,
2014,ODISHA,BOLANGIR,KALIKESH NARAYAN SINGH DEO,BIJU JANATA DAL,453519.0,1.0,1149362.0,39.458325575406185,1,104299,0.0,3.0,,
2014,ODISHA,CUTTACK,BHARTRUHARI MAHATAB,BIJU JANATA DAL,526085.0,1.0,969715.0,54.251506886043835,1,306762,0.0,0.0,,
2014,ODISHA,DHENKANAL,TATHAGATA SATPATHY,BIJU JANATA DAL,453277.0,1.0,1028896.0,44.05469551830311,1,137340,0.0,7.0,,
2014,ODISHA,JAGATSINGHPUR,KULAMANI SAMAL,BIJU JANATA DAL,624492.0,1.0,1124308.0,55.54456607975751,1,276394,0.0,0.0,,
2014,ODISHA,JAJPUR,RITA TARAI,BIJU JANATA DAL,541349.0,1.0,971780.0,55.706950132746094,1,320271,0.0,0.0,,
2014,ODISHA,KALAHANDI,ARKA KESHARI DEO,BIJU JANATA DAL,370871.0,1.0,1096656.0,33.81835324842065,1,56347,0.0,0.0,,
2014,ODISHA,KANDHAMAL,HEMENDRA CHANDRA SINGH,BIJU JANATA DAL,421458.0,1.0,825256.0,51.069971015054726,1,181017,0.0,2.0,,
2014,ODISHA,KENDRAPARA,BAIJAYANT PANDA,BIJU JANATA DAL,601574.0,1.0,1133389.0,53.07745178398591,1,209108,0.0,0.0,,
2014,ODISHA,KEONJHAR,SAKUNTALA LAGURI,BIJU JANATA DAL,434471.0,1.0,1057804.0,41.07292088137311,1,157317,0.0,0.0,,
2014,ODISHA,KORAPUT,JHINA HIKAKA,BIJU JANATA DAL,395109.0,1.0,956212.0,41.32023024182922,1,19328,0.0,0.0,,
2014,ODISHA,MAYURBHANJ,RAMA CHANDRA HANSDAH,BIJU JANATA DAL,393779.0,1.0,1029882.0,38.23535123441326,1,122866,0.0,0.0,,
2014,ODISHA,NABARANGPUR,BALABHADRA MAJHI,BIJU JANATA DAL,373887.0,1.0,977764.0,38.23898200383732,1,2042,0.0,0.0,,
2014,ODISHA,PURI,PINAKI MISRA,BIJU JANATA DAL,523161.0,1.0,1030239.0,50.780547038114456,1,263361,0.0,0.0,,
2014,ODISHA,SAMBALPUR,NAGENDRA KUMAR PRADHAN,BIJU JANATA DAL,358618.0,1.0,970995.0,36.93304290959274,1,30576,0.0,0.0,,
2014,ODISHA,SUNDARGARH,JUAL @ JUEL ORAM,BJP,340508.0,1.0,994876.0,34.22617492029158,1,18829,0.0,0.0,,
2014,PUDUCHERRY,PUDUCHERRY,R. RADHAKRISHNAN,ALL INDIA N.R. CONGRESS,255826.0,1.0,717749.0,35.64282221222182,1,60854,0.0,0.0,,
2014,PUNJAB,AMRITSAR,CAPTAIN AMARINDER SINGH,INC,482876.0,1.0,1004663.0,48.0634799927936,1,102770,0.0,3.0,,
2014,PUNJAB,ANANDPUR SAHIB,PREM SINGH CHANDUMAJRA,SHIROMANI AKALI DAL,347394.0,1.0,1080626.0,32.14747748064548,1,23697,0.0,0.0,,
2014,PUNJAB,BATHINDA,HARSIMRAT KAUR BADAL,SHIROMANI AKALI DAL,514727.0,1.0,1172066.0,43.91621290951192,1,19395,0.0,0.0,,
2014,PUNJAB,FARIDKOT,PROF. SADHU SINGH,AAP,450751.0,1.0,1028291.0,43.83496500504235,1,172516,0.0,0.0,,
2014,PUNJAB,FATEHGARH SAHIB,HARINDER SINGH KHALSA,AAP,367293.0,1.0,1026949.0,35.76545670719773,1,54144,0.0,0.0,,
2014,PUNJAB,FIROZPUR,SHER SINGH GHUBAYA,SHIROMANI AKALI DAL,487932.0,1.0,1097727.0,44.44930296877093,1,31420,0.0,0.0,,
2014,PUNJAB,GURDASPUR,VINOD KHANNA,BJP,482255.0,1.0,1038074.0,46.456707325296655,1,136065,0.0,0.0,,
2014,PUNJAB,HOSHIARPUR,VIJAY SAMPLA,BJP,346643.0,1.0,955321.0,36.28549984769517,1,13582,0.0,0.0,,
2014,PUNJAB,JALANDHAR,SANTOKH SINGH CHAUDHARY,INC,380479.0,1.0,1035326.0,36.749680776876076,1,70981,0.0,0.0,,
2014,PUNJAB,KHADOOR SAHIB,RANJIT SINGH BRAHMPURA,SHIROMANI AKALI DAL,467332.0,1.0,1034894.0,45.157475065079126,1,100569,0.0,0.0,,
2014,PUNJAB,LUDHIANA,RAVNEET SINGH BITTU,INC,300459.0,1.0,1097237.0,27.383236256159794,1,19709,0.0,0.0,,
2014,PUNJAB,PATIALA,DR. DHARAM VIRA GANDHI,AAP,365671.0,1.0,1117925.0,32.709797168861954,1,20942,0.0,0.0,,
2014,PUNJAB,SANGRUR,BHAGWANT MANN,AAP,533237.0,1.0,1097279.0,48.596300485109076,1,211721,0.0,0.0,,
2014,RAJASTHAN,AJMER,SANWAR LAL JAT,BJP,637874.0,1.0,1143768.0,55.769526687230275,1,171983,0.0,0.0,,
2014,RAJASTHAN,ALWAR,CHAND NATH,BJP,642278.0,1.0,1059793.0,60.604099102371876,1,283895,0.0,0.0,,
2014,RAJASTHAN,BANSWARA,MANSHANKAR NINAMA,BJP,577433.0,1.0,1136784.0,50.79531379752002,1,91916,0.0,0.0,,
2014,RAJASTHAN,BARMER,COL. SONA RAM,BJP,488747.0,1.0,1203230.0,40.61958229100006,1,87461,0.0,1.0,,
2014,RAJASTHAN,BHARATPUR,BAHADUR SINGH,BJP,579825.0,1.0,956497.0,60.61963602604086,1,245468,0.0,0.0,,
2014,RAJASTHAN,BHILWARA,SUBHASH BAHERIA,BJP,630317.0,1.0,1084392.0,58.12630487867856,1,246264,0.0,0.0,,
2014,RAJASTHAN,BIKANER,ARJUN RAM MEGHWAL,BJP,584932.0,1.0,916259.0,63.839154649504124,1,308079,0.0,0.0,,
2014,RAJASTHAN,CHITTORGARH,CHANDRA PRAKASH JOSHI,BJP,703236.0,1.0,1152595.0,61.01327873190496,1,316857,0.0,0.0,,
2014,RAJASTHAN,CHURU,RAHUL KASWAN,BJP,595756.0,1.0,1119811.0,53.201477749370206,1,294739,0.0,0.0,,
2014,RAJASTHAN,DAUSA,HARISH CHANDRA MEENA,BJP,315059.0,1.0,922082.0,34.1682193123822,1,45404,0.0,0.0,,
2014,RAJASTHAN,GANGANAGAR,NIHALCHAND,BJP,658130.0,1.0,1249888.0,52.65511789856371,1,291741,0.0,0.0,,
2014,RAJASTHAN,JAIPUR,RAMCHARAN BOHARA,BJP,863358.0,1.0,1288461.0,67.00691755512972,1,539345,0.0,0.0,,
2014,RAJASTHAN,JAIPUR RURAL,RAJYAVARDHAN SINGH RATHORE,BJP,632930.0,1.0,1002158.0,63.156707824514704,1,332896,0.0,0.0,,
2014,RAJASTHAN,JALORE,DEVJI PATEL,BJP,580508.0,1.0,1076089.0,53.94609553670746,1,381145,0.0,0.0,,
2014,RAJASTHAN,JHALAWAR-BARAN,DUSHYANT SINGH,BJP,676102.0,1.0,1127300.0,59.975339306307106,1,281546,0.0,0.0,,
2014,RAJASTHAN,JHUNJHUNU,SANTOSH AHLAWAT,BJP,488182.0,1.0,998427.0,48.89511201119361,1,233835,0.0,0.0,,
2014,RAJASTHAN,JODHPUR,GAJENDRASINGH SHEKHAWAT,BJP,713515.0,1.0,1063513.0,67.09038817579098,1,410051,0.0,0.0,,
2014,RAJASTHAN,KARAULI-DHOLPUR,MANOJ RAJORIA,BJP,402407.0,1.0,840007.0,47.90519602812834,1,27216,0.0,0.0,,
2014,RAJASTHAN,KOTA,OM BIRLA,BJP,644822.0,1.0,1142200.0,56.45438627210646,1,200782,0.0,2.0,,
2014,RAJASTHAN,NAGAUR,C R CHOUDHARY,BJP,414791.0,1.0,991834.0,41.820607077394,1,75218,0.0,0.0,,
2014,RAJASTHAN,PALI,P P CHOUDHARY,BJP,711772.0,1.0,1077884.0,66.03419291871853,1,399039,0.0,0.0,,
2014,RAJASTHAN,RAJSAMAND,HARIOM SINGH RATHORE,BJP,644794.0,1.0,964937.0,66.82239358631703,1,395705,0.0,0.0,,
2014,RAJASTHAN,SIKAR,SUMEDHANAND SARASWATI,BJP,499428.0,1.0,1058340.0,47.189749985826865,1,239196,0.0,0.0,,
2014,RAJASTHAN,TONK-SAWAI MADHOPUR,SUKHBIR SINGH JAUNAPURIA,BJP,548179.0,1.0,1039376.0,52.741163929126714,1,135311,0.0,0.0,,
2014,RAJASTHAN,UDAIPUR,ARJUNLAL MEENA,BJP,660373.0,1.0,1166517.0,56.61066233925438,1,236762,0.0,0.0,,
2014,SIKKIM,SIKKIM,PREM DAS RAI,SIKKIM DEMOCRATIC FRONT,163698.0,1.0,304635.0,53.73578216554237,1,41742,0.0,0.0,,
2014,TAMIL NADU,ARAKKONAM,"HARI, G.",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,493534.0,1.0,1078682.0,45.75342872134698,1,240766,0.0,0.0,,
2014,TAMIL NADU,ARANI,V.ELUMALAI,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,502721.0,1.0,1086742.0,46.25946176737441,1,243844,0.0,0.0,,
2014,TAMIL NADU,CHENNAI CENTRAL,S.R. VIJAYAKUMAR,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,333296.0,1.0,792935.0,42.03320574826436,1,45841,0.0,0.0,,
2014,TAMIL NADU,CHENNAI NORTH,VENKATESH BABU .T.G,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,406704.0,1.0,892642.0,45.56182657773217,1,99704,0.0,0.0,,
2014,TAMIL NADU,CHENNAI SOUTH,DR. J. JAYAVARDHAN,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,438404.0,1.0,1060761.0,41.32919668049636,1,136625,0.0,0.0,,
2014,TAMIL NADU,CHIDAMBARAM,"CHANDRAKASI, M",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,429536.0,1.0,1076285.0,39.909131874921606,1,128495,0.0,0.0,,
2014,TAMIL NADU,COIMBATORE,"NAGARAJAN, P.",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,431717.0,1.0,1159192.0,37.242924381810774,1,42016,0.0,0.0,,
2014,TAMIL NADU,CUDDALORE,ARUNMOZHITHEVAN.A,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,481429.0,1.0,974200.0,49.41788133853418,1,203125,0.0,0.0,,
2014,TAMIL NADU,DHARMAPURI,ANBUMANI RAMADOSS,PATTALI MAKKAL KATCHI,468194.0,1.0,1088652.0,43.006764328729474,1,77146,0.0,8.0,,
2014,TAMIL NADU,DINDIGUL,UDHAYA KUMAR .M,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,510462.0,1.0,1072773.0,47.58341233420304,1,127845,0.0,0.0,,
2014,TAMIL NADU,ERODE,SELVAKUMARA CHINNAYAN S,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,466995.0,1.0,992314.0,47.061212479114474,1,211563,0.0,0.0,,
2014,TAMIL NADU,KALLAKURICHI,KAMARAJ. K,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,533383.0,1.0,1096340.0,48.65123957896273,1,223507,0.0,0.0,,
2014,TAMIL NADU,KANCHEEPURAM,MARAGATHAM  K,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,499395.0,1.0,1110663.0,44.96368385369819,1,146866,0.0,0.0,,
2014,TAMIL NADU,KANNIYAKUMARI,RADHAKRISHNAN P.,BJP,372906.0,1.0,986592.0,37.79738736985502,1,128662,0.0,0.0,,
2014,TAMIL NADU,KARUR,"THAMBIDURAI,M.",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,540722.0,1.0,1032771.0,52.35642751394065,1,195247,0.0,0.0,,
2014,TAMIL NADU,KRISHNAGIRI,ASHOK KUMAR.K,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,480491.0,1.0,1052371.0,45.65794762493455,1,206591,0.0,3.0,,
2014,TAMIL NADU,MADURAI,R.GOPALAKRISHNAN,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,454167.0,1.0,958480.0,47.384087304899424,1,197436,0.0,0.0,,
2014,TAMIL NADU,MAYILADUTHURAI,BHARATHI MOHAN R.K,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,513729.0,1.0,1012357.0,50.745833732566666,1,277050,0.0,1.0,,
2014,TAMIL NADU,NAGAPATTINAM,GOPAL. DR. K,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,434174.0,1.0,926540.0,46.85971463725257,1,106079,0.0,0.0,,
2014,TAMIL NADU,NAMAKKAL,SUNDARAM P.R,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,563272.0,1.0,1042753.0,54.0177779397422,1,294374,0.0,0.0,,
2014,TAMIL NADU,NILGIRIS,"GOPALAKRISHNAN, C.",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,463700.0,1.0,886517.0,52.305821546569334,1,104940,0.0,0.0,,
2014,TAMIL NADU,PERAMBALUR,"MARUTHARAJAA, R.P.",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,462693.0,1.0,1019221.0,45.396729462991836,1,213048,0.0,0.0,,
2014,TAMIL NADU,POLLACHI,MAHENDRAN.C,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,417092.0,1.0,999720.0,41.72088184691714,1,140974,0.0,0.0,,
2014,TAMIL NADU,RAMANATHAPURAM,ANWHAR RAAJHAA.A,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,405945.0,1.0,994769.0,40.80796647261827,1,119324,0.0,0.0,,
2014,TAMIL NADU,SALEM,PANNERSELVAM.V,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,556546.0,1.0,1129695.0,49.265155639353985,1,267610,0.0,0.0,,
2014,TAMIL NADU,SIVAGANGA,SENTHILNATHAN PR,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,475993.0,1.0,1018994.0,46.712051297652394,1,229385,0.0,0.0,,
2014,TAMIL NADU,SRIPERUMBUDUR,"RAMACHANDRAN, K.N. THIRU",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,545820.0,1.0,1258971.0,43.35445375628191,1,102646,0.0,0.0,,
2014,TAMIL NADU,TENKASI,VASANTHI.M,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,424586.0,1.0,1003446.0,42.31279012522846,1,161774,0.0,0.0,,
2014,TAMIL NADU,THANJAVUR,PARASURAMAN.K,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,510307.0,1.0,1000040.0,51.02865885364586,1,144119,0.0,0.0,,
2014,TAMIL NADU,THENI,"PARTHIPAN, R.",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,571254.0,1.0,1065271.0,53.62522775894585,1,314532,0.0,0.0,,
2014,TAMIL NADU,THIRUVALLUR,VENUGOPAL.P.(DR),ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,628499.0,1.0,1230842.0,51.06252467822841,1,323430,0.0,0.0,,
2014,TAMIL NADU,THOOTHUKKUDI,JEYASINGH THIYAGARAJ NATTERJEE.J,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,366052.0,1.0,905331.0,40.43294662394196,1,124002,0.0,0.0,,
2014,TAMIL NADU,TIRUCHIRAPPALLI,KUMAR.P,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,458478.0,1.0,965402.0,47.490889805490355,1,150476,0.0,0.0,,
2014,TAMIL NADU,TIRUNELVELI,PRABAKARAN.K.R.P,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,398139.0,1.0,949437.0,41.934219964041844,1,126099,0.0,0.0,,
2014,TAMIL NADU,TIRUPPUR,V.SATHYABAMA,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,442778.0,1.0,1036249.0,42.72891940064598,1,179315,0.0,2.0,,
2014,TAMIL NADU,TIRUVANNAMALAI,VANAROJA R,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,500751.0,1.0,1057852.0,47.33658394558029,1,168606,0.0,0.0,,
2014,TAMIL NADU,VELLORE,"SENGUTTUVAN, B.",ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,383719.0,1.0,967670.0,39.65391094071326,1,59393,0.0,0.0,,
2014,TAMIL NADU,VILUPPURAM,RAJENDRAN S,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,482704.0,1.0,1056201.0,45.701907118058024,1,193367,0.0,0.0,,
2014,TAMIL NADU,VIRUDHUNAGAR,RADHAKRISHNAN T,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,406694.0,1.0,998705.0,40.72213516503872,1,145551,0.0,0.0,,
2014,TRIPURA,TRIPURA EAST,JITENDRA CHOUDHURY,COMMUNIST PARTY OF INDIA  (MARXIST),623771.0,1.0,940026.0,66.35678162093389,1,484358,0.0,0.0,,
2014,TRIPURA,TRIPURA WEST,SANKAR PRASAD DATTA,COMMUNIST PARTY OF INDIA  (MARXIST),671665.0,1.0,1060050.0,63.36163388519409,1,503486,0.0,1.0,,
2014,UTTAR PRADESH,AGRA,DR. RAM SHANKAR KATHERIA,BJP,583716.0,1.0,1065209.0,54.7982602475195,1,300263,0.0,0.0,,
2014,UTTAR PRADESH,AKBARPUR,DEVENDRA SINGH @ BHOLE SINGH,BJP,481584.0,1.0,967427.0,49.77988003229184,1,278997,0.0,0.0,,
2014,UTTAR PRADESH,ALIGARH,SATISH KUMAR,BJP,514622.0,1.0,1058174.0,48.63302254638651,1,286736,0.0,1.0,,
2014,UTTAR PRADESH,ALLAHABAD,SHYAMA CHARAN GUPTA,BJP,313772.0,1.0,887961.0,35.33623661399544,1,62009,0.0,0.0,,
2014,UTTAR PRADESH,AMBEDKAR NAGAR,HARI OM PANDEY,BJP,432104.0,1.0,1026982.0,42.07512887275532,1,139429,0.0,0.0,,
2014,UTTAR PRADESH,AMETHI,RAHUL GANDHI,INC,408651.0,1.0,872841.0,46.818492715168055,1,107903,0.0,0.0,,
2014,UTTAR PRADESH,AMROHA,KANWAR SINGH TANWAR,BJP,528880.0,1.0,1088081.0,48.60667542214229,1,158214,0.0,0.0,,
2014,UTTAR PRADESH,AONLA,DHARMENDRA KUMAR,BJP,409907.0,1.0,985145.0,41.608798704759195,1,138429,0.0,0.0,,
2014,UTTAR PRADESH,AZAMGARH,MULAYAM SINGH YADAV,SP,340306.0,1.0,954558.0,35.650636210685995,1,63204,0.0,0.0,,
2014,UTTAR PRADESH,BADAUN,DHARMENDRA YADAV,SP,498378.0,1.0,1021308.0,48.79801196113219,1,166347,0.0,0.0,,
2014,UTTAR PRADESH,BAGHPAT,DR. SATYA PAL SINGH,BJP,423475.0,1.0,1000352.0,42.33259892517834,1,209866,0.0,0.0,,
2014,UTTAR PRADESH,BAHRAICH,SADHVI SAVITRI BAI FOOLE,BJP,432392.0,1.0,920765.0,46.96008210564042,1,95645,0.0,0.0,,
2014,UTTAR PRADESH,BALLIA,BHARAT SINGH,BJP,359758.0,1.0,935541.0,38.45454127611724,1,139434,0.0,3.0,,
2014,UTTAR PRADESH,BANDA,BHAIRON PRASAD MISHRA,BJP,342066.0,1.0,844502.0,40.50505505019527,1,115788,0.0,3.0,,
2014,UTTAR PRADESH,BANSGAON,KAMLESH PASWAN,BJP,417959.0,1.0,864382.0,48.3535057416744,1,189516,0.0,0.0,,
2014,UTTAR PRADESH,BARABANKI,PRIYANKA SINGH RAWAT,BJP,454214.0,1.0,1059442.0,42.872946324574635,1,211878,0.0,0.0,,
2014,UTTAR PRADESH,BAREILLY,SANTOSH KUMAR GANGWAR,BJP,518258.0,1.0,1011154.0,51.25411163878104,1,240685,0.0,0.0,,
2014,UTTAR PRADESH,BASTI,HARISH CHANDRA  ALIAS  HARISH DWIVEDI,BJP,357680.0,1.0,1038366.0,34.44642833066568,1,33562,0.0,0.0,,
2014,UTTAR PRADESH,BHADOHI,VIRENDRA SINGH,BJP,403544.0,1.0,972586.0,41.4918577894397,1,158039,0.0,0.0,,
2014,UTTAR PRADESH,BIJNOR,KUNWAR BHARTENDRA,BJP,486913.0,1.0,1054571.0,46.171666013952596,1,205774,0.0,2.0,,
2014,UTTAR PRADESH,BULANDSHAHR,BHOLA SINGH,BJP,604449.0,1.0,1002795.0,60.276427385457644,1,421973,0.0,0.0,,
2014,UTTAR PRADESH,CHANDAULI,DR MAHENDRA NATH PANDEY,BJP,414135.0,1.0,977386.0,42.371693476272426,1,156756,0.0,0.0,,
2014,UTTAR PRADESH,DEORIA,KALRAJ MISHRA,BJP,496500.0,1.0,959152.0,51.76447528650308,1,265386,0.0,0.0,,
2014,UTTAR PRADESH,DHAURAHRA,REKHA,BJP,360357.0,1.0,1052133.0,34.25013757766366,1,125675,0.0,0.0,,
2014,UTTAR PRADESH,DOMARIYAGANJ,JAGDAMBIKA PAL,BJP,298845.0,1.0,928252.0,32.194382559908306,1,103588,0.0,0.0,,
2014,UTTAR PRADESH,ETAH,RAJVEER SINGH (RAJU BHAIYA),BJP,474978.0,1.0,920080.0,51.62355447352404,1,201001,0.0,0.0,,
2014,UTTAR PRADESH,ETAWAH,ASHOK KUMAR DOHAREY,BJP,439646.0,1.0,933439.0,47.0995962242846,1,172946,0.0,0.0,,
2014,UTTAR PRADESH,FAIZABAD,LALLU SINGH,BJP,491761.0,1.0,1011179.0,48.632437975867774,1,282775,0.0,1.0,,
2014,UTTAR PRADESH,FARRUKHABAD,MUKESH RAJPUT,BJP,406195.0,1.0,968691.0,41.932360267618876,1,150502,0.0,0.0,,
